speaker,text,date,year,debate_id
Bill Clinton,"Thank you very much, Chris. And thanks to UNLV for hosting us.",2016-10-19,2016,2016_October_19_2016
Moderator,"Secretary Clinton, thank you.",2016-10-19,2016,2016_October_19_2016
Donald Trump,"Well, first of all, it’s great to be with you, and thank you, everybody. The Supreme Court: It’s what it’s all about. Our country is so, so—it’s just so imperative that we have the right justices.",2016-10-19,2016,2016_October_19_2016
Moderator,"Mr. Trump, thank you.",2016-10-19,2016,2016_October_19_2016
Bill Clinton,"Well, first of all, I support the Second Amendment. I lived in Arkansas for 18 wonderful years. I represented upstate New York. I understand and respect the tradition of gun ownership. It goes back to the founding of our country.",2016-10-19,2016,2016_October_19_2016
Moderator,"Let me bring Mr. Trump in here. The bipartisan Open Debate Coalition got millions of votes on questions to ask here, and this was, in fact, one of the top questions that they got. How will you ensure the Second Amendment is protected? You just heard Secretary Clinton’s answer. Does she persuade you that, while you may disagree on regulation, that, in fact, she supports a Second Amendment right to bear arms?",2016-10-19,2016,2016_October_19_2016
Donald Trump,"Well, the D.C. vs. Heller decision was very strongly—and she was extremely angry about it. I watched. I mean, she was very, very angry when upheld. And Justice Scalia was so involved. And it was a well-crafted decision. But Hillary was extremely upset, extremely angry. And people that believe in the Second Amendment and believe in it very strongly were very upset with what she had to say.",2016-10-19,2016,2016_October_19_2016
Moderator,"Well, let me bring in Secretary Clinton. Were you extremely upset?",2016-10-19,2016,2016_October_19_2016
Bill Clinton,"Well, I was upset because, unfortunately, dozens of toddlers injure themselves, even kill people with guns, because, unfortunately, not everyone who has loaded guns in their homes takes appropriate precautions.",2016-10-19,2016,2016_October_19_2016
Moderator,"Let me bring Mr. Trump back into this, because, in fact, you oppose any limits on assault weapons, any limits on high-capacity magazines. You support a national right to carry law. Why, sir?",2016-10-19,2016,2016_October_19_2016
Donald Trump,"Well, let me just tell you before we go any further. In Chicago, which has the toughest gun laws in the United States, probably you could say by far, they have more gun violence than any other city. So we have the toughest laws, and you have tremendous gun violence.",2016-10-19,2016,2016_October_19_2016
Moderator,"Well, let’s pick up on another issue which divides you and the justices that whoever ends up winning this election appoints could have a dramatic effect there, and that’s the issue of abortion.",2016-10-19,2016,2016_October_19_2016
Moderator,"Mr. Trump, you’re pro-life. But I want to ask you specifically: Do you want the court, including the justices that you will name, to overturn Roe v. Wade, which includes—in fact, states—a woman’s right to abortion?",2016-10-19,2016,2016_October_19_2016
Donald Trump,"Well, if that would happen, because I am pro-life, and I will be appointing pro-life judges, I would think that that will go back to the individual states.",2016-10-19,2016,2016_October_19_2016
Moderator,But I’m asking you specifically. Would you like to…,2016-10-19,2016,2016_October_19_2016
Donald Trump,"If they overturned it, it will go back to the states.",2016-10-19,2016,2016_October_19_2016
Moderator,"But what I’m asking you, sir, is, do you want to see the court overturn—you just said you want to see the court protect the Second Amendment. Do you want to see the court overturn Roe v. Wade?",2016-10-19,2016,2016_October_19_2016
Donald Trump,"Well, if we put another two or perhaps three justices on, that’s really what’s going to be—that will happen. And that’ll happen automatically, in my opinion, because I am putting pro-life justices on the court. I will say this: It will go back to the states, and the states will then make a determination.",2016-10-19,2016,2016_October_19_2016
Moderator,Secretary Clinton?,2016-10-19,2016,2016_October_19_2016
Bill Clinton,"Well, I strongly support Roe v. Wade, which guarantees a constitutional right to a woman to make the most intimate, most difficult, in many cases, decisions about her health care that one can imagine. And in this case, it’s not only about Roe v. Wade. It is about what’s happening right now in America.",2016-10-19,2016,2016_October_19_2016
Moderator,Secretary Clinton…,2016-10-19,2016,2016_October_19_2016
Bill Clinton,"And we have come too far to have that turned back now. And, indeed, he said women should be punished, that there should be some form of punishment for women who obtain abortions. And I could just not be more opposed to that kind of thinking.",2016-10-19,2016,2016_October_19_2016
Moderator,"I’m going to give you a chance to respond, but I want to ask you, Secretary Clinton, I want to explore how far you believe the right to abortion goes. You have been quoted as saying that the fetus has no constitutional rights. You also voted against a ban on late-term, partial-birth abortions. Why?",2016-10-19,2016,2016_October_19_2016
Bill Clinton,"Because Roe v. Wade very clearly sets out that there can be regulations on abortion so long as the life and the health of the mother are taken into account. And when I voted as a senator, I did not think that that was the case.",2016-10-19,2016,2016_October_19_2016
Moderator,"Mr. Trump, your reaction? And particularly on this issue of late-term, partial-birth abortions.",2016-10-19,2016,2016_October_19_2016
Donald Trump,"Well, I think it’s terrible. If you go with what Hillary is saying, in the ninth month, you can take the baby and rip the baby out of the womb of the mother just prior to the birth of the baby.",2016-10-19,2016,2016_October_19_2016
Bill Clinton,"Well, that is not what happens in these cases. And using that kind of scare rhetoric is just terribly unfortunate. You should meet with some of the women that I have met with, women I have known over the course of my life. This is one of the worst possible choices that any woman and her family has to make. And I do not believe the government should be making it.",2016-10-19,2016,2016_October_19_2016
Moderator,"All right. But just briefly, I want to move on to another segment…",2016-10-19,2016,2016_October_19_2016
Donald Trump,"And, honestly, nobody has business doing what I just said, doing that, as late as one or two or three or four days prior to birth. Nobody has that.",2016-10-19,2016,2016_October_19_2016
Moderator,"All right. Let’s move on to the subject of immigration. And there is almost no issue that separates the two of you more than the issue of immigration. Actually, there are a lot of issues that separate the two of you.",2016-10-19,2016,2016_October_19_2016
Donald Trump,"Well, first of all, she wants to give amnesty, which is a disaster and very unfair to all of the people that are waiting in line for many, many years. We need strong borders.",2016-10-19,2016,2016_October_19_2016
Moderator,"Mr. Trump, thank you. Same question to you, Secretary Clinton. Basically, why are you right and Mr. Trump is wrong?",2016-10-19,2016,2016_October_19_2016
Bill Clinton,"Well, as he was talking, I was thinking about a young girl I met here in Las Vegas, Carla, who is very worried that her parents might be deported, because she was born in this country but they were not. They work hard, they do everything they can to give her a good life.",2016-10-19,2016,2016_October_19_2016
Moderator,"Thank you, Secretary Clinton. I want to follow up…",2016-10-19,2016,2016_October_19_2016
Donald Trump,"Chris, I think it’s…",2016-10-19,2016,2016_October_19_2016
Donald Trump,"I think I should respond to that. First of all, I had a very good meeting with the president of Mexico. Very nice man. We will be doing very much better with Mexico on trade deals. Believe me. The NAFTA deal signed by her husband is one of the worst deals ever made of any kind, signed by anybody. It’s a disaster.",2016-10-19,2016,2016_October_19_2016
Moderator,"Well, let me—wait, wait, sir, let me…",2016-10-19,2016,2016_October_19_2016
Donald Trump,We are a country of laws. We either have—and by the way…,2016-10-19,2016,2016_October_19_2016
Moderator,"Now, wait. I’d like to hear from…",2016-10-19,2016,2016_October_19_2016
Donald Trump,"Well—well, but she said one thing.",2016-10-19,2016,2016_October_19_2016
Moderator,I’d like to hear—I’d like to hear from Secretary Clinton.,2016-10-19,2016,2016_October_19_2016
Bill Clinton,"I voted for border security, and there are…",2016-10-19,2016,2016_October_19_2016
Donald Trump,And the wall.,2016-10-19,2016,2016_October_19_2016
Bill Clinton,There are some limited places where that was appropriate. There also is necessarily going to be new technology and how best to deploy that.,2016-10-19,2016,2016_October_19_2016
Moderator,Mr. Trump?,2016-10-19,2016,2016_October_19_2016
Donald Trump,"President Obama has moved millions of people out. Nobody knows about it, nobody talks about it. But under Obama, millions of people have been moved out of this country. They’ve been deported. She doesn’t want to say that, but that’s what’s happened, and that’s what happened big league.",2016-10-19,2016,2016_October_19_2016
Moderator,I want to…,2016-10-19,2016,2016_October_19_2016
Donald Trump,But what she doesn’t say is that President Obama has deported millions and millions of people just the way it is.,2016-10-19,2016,2016_October_19_2016
Moderator,"Secretary Clinton, I want to…",2016-10-19,2016,2016_October_19_2016
Bill Clinton,We will not have open borders. That is…,2016-10-19,2016,2016_October_19_2016
Moderator,"Well, let me—Secretary…",2016-10-19,2016,2016_October_19_2016
Bill Clinton,That is a rank mischaracterization.,2016-10-19,2016,2016_October_19_2016
Moderator,Secretary Clinton…,2016-10-19,2016,2016_October_19_2016
Bill Clinton,"We will have secure borders, but we’ll also have reform. And this used to be a bipartisan issue. Ronald Reagan was the last president…",2016-10-19,2016,2016_October_19_2016
Moderator,"Secretary Clinton, excuse me. Secretary Clinton.",2016-10-19,2016,2016_October_19_2016
Bill Clinton,"… to sign immigration reform, and George W. Bush supported it, as well.",2016-10-19,2016,2016_October_19_2016
Moderator,"Secretary Clinton, I want to clear up your position on this issue, because in a speech you gave to a Brazilian bank, for which you were paid $225,000, we’ve learned from the WikiLeaks, that you said this, and I want to quote. “My dream is a hemispheric common market with open trade and open borders.” So that’s the question…",2016-10-19,2016,2016_October_19_2016
Donald Trump,Thank you.,2016-10-19,2016,2016_October_19_2016
Moderator,"That’s the question. Please quiet, everybody. Is that your dream, open borders?",2016-10-19,2016,2016_October_19_2016
Bill Clinton,"Well, if you went on to read the rest of the sentence, I was talking about energy. You know, we trade more energy with our neighbors than we trade with the rest of the world combined. And I do want us to have an electric grid, an energy system that crosses borders. I think that would be a great benefit to us.",2016-10-19,2016,2016_October_19_2016
Donald Trump,"That was a great pivot off the fact that she wants open borders, OK? How did we get on to Putin?",2016-10-19,2016,2016_October_19_2016
Moderator,"Hold on—hold on, wait. Hold on, folks. Because we—this is going to end up getting out of control. Let’s try to keep it quiet so—for the candidates and for the American people.",2016-10-19,2016,2016_October_19_2016
