speaker,text,date,year,debate_id
John McCain,"Well, let — let me say, Bob, thank you.",2008-10-15,2008,2008_October_15_2008
John McCain,"Well, what about the citizen that stayed in their homes? That paid their mortgage payments? It doesn’t help that person in their home if the next door neighbor’s house is abandoned. And so we’ve got to reverse this. We ought to put the homeowners first. And I am disappointed that Secretary Paulson and others have not made that their first priority.",2008-10-15,2008,2008_October_15_2008
Schieffer,All right. Senator Obama?,2008-10-15,2008,2008_October_15_2008
Barack Obama,"Well, first of all, I want to thank Hofstra University and the people of New York for hosting us tonight and it’s wonderful to join Senator McCain again, and thank you, Bob.",2008-10-15,2008,2008_October_15_2008
Schieffer,All right. Would you like to ask him a question?,2008-10-15,2008,2008_October_15_2008
John McCain,"No. I would like to mention that a couple days ago Senator Obama was out in Ohio and he had an encounter with a guy who’s a plumber, his name is Joe Wurzelbacher.",2008-10-15,2008,2008_October_15_2008
Schieffer,Is that what you want to do?,2008-10-15,2008,2008_October_15_2008
John McCain,That’s what Joe believes.,2008-10-15,2008,2008_October_15_2008
Barack Obama,"He has been watching ads of Senator McCain’s. Let me tell you what I’m actually going to do. I think tax policy is a major difference between Senator McCain and myself. And we both want to cut taxes, the difference is who we want to cut taxes for.",2008-10-15,2008,2008_October_15_2008
Barack Obama,"Now, the conversation I had with Joe the plumber, what I essentially said to him was, “Five years ago, when you were in a position to buy your business, you needed a tax cut then.”",2008-10-15,2008,2008_October_15_2008
John McCain,"You know, when Senator Obama ended up his conversation with Joe the plumber — we need to spread the wealth around. In other words, we’re going to take Joe’s money, give it to Senator Obama, and let him spread the wealth around.",2008-10-15,2008,2008_October_15_2008
Barack Obama,OK. Can I…,2008-10-15,2008,2008_October_15_2008
John McCain,We’re not going to do that in my administration.,2008-10-15,2008,2008_October_15_2008
Barack Obama,"If I can answer the question. Number one, I want to cut taxes for 95 percent of Americans. Now, it is true that my friend and supporter, Warren Buffett, for example, could afford to pay a little more in taxes in order…",2008-10-15,2008,2008_October_15_2008
John McCain,"We’re talking about Joe the plumber. OBAMA: … in order to give — in order to give additional tax cuts to Joe the plumber before he was at the point where he could make $250,000.",2008-10-15,2008,2008_October_15_2008
John McCain,Nobody likes taxes. Let’s not raise anybody’s taxes. OK?,2008-10-15,2008,2008_October_15_2008
Barack Obama,"Well, I don’t mind paying a little more.",2008-10-15,2008,2008_October_15_2008
John McCain,"The fact is that businesses in America today are paying the second highest tax rate of anywhere in the world. Our tax rate for business in America is 35 percent. Ireland, it’s 11 percent.",2008-10-15,2008,2008_October_15_2008
Schieffer,"All right. Let’s go to another topic. It’s related. So if you have other things you want to say, you can get back to that.",2008-10-15,2008,2008_October_15_2008
Barack Obama,"Well, first of all, I think it’s important for the American public to understand that the $750 billion rescue package, if it’s structured properly, and, as president, I will make sure it’s structured properly, means that ultimately taxpayers get their money back, and that’s important to understand.",2008-10-15,2008,2008_October_15_2008
Schieffer,"But you’re going to have to cut some of these programs, certainly.",2008-10-15,2008,2008_October_15_2008
Barack Obama,"Absolutely. So let me get to that. What I want to emphasize, though, is that I have been a strong proponent of pay-as- you-go. Every dollar that I’ve proposed, I’ve proposed an additional cut so that it matches.",2008-10-15,2008,2008_October_15_2008
Barack Obama,"And some of the cuts, just to give you an example, we spend $15 billion a year on subsidies to insurance companies. It doesn’t — under the Medicare plan — it doesn’t help seniors get any better. It’s not improving our health care system. It’s just a giveaway.",2008-10-15,2008,2008_October_15_2008
Schieffer,Time’s up.,2008-10-15,2008,2008_October_15_2008
John McCain,"Well, thank you, Bob. I just want to get back to this home ownership. During the Depression era, we had a thing called the home ownership loan corporation.",2008-10-15,2008,2008_October_15_2008
John McCain,But — OK. All right.,2008-10-15,2008,2008_October_15_2008
Schieffer,"The question was, what are you going to cut?",2008-10-15,2008,2008_October_15_2008
John McCain,"Energy — well, first — second of all, energy independence. We have to have nuclear power. We have to stop sending $700 billion a year to countries that don’t like us very much. It’s wind, tide, solar, natural gas, nuclear, off-shore drilling, which Senator Obama has opposed.",2008-10-15,2008,2008_October_15_2008
Schieffer,Which ones?,2008-10-15,2008,2008_October_15_2008
