speaker,text,date,year,debate_id
John Kerry,"Well, first of all, Bob, thank you for moderating tonight.",2004-10-13,2004,2004_October_13_2004
Schieffer,"Mr. President, you have 90 seconds.",2004-10-13,2004,2004_October_13_2004
George H.W. Bush,"Bob, thank you very much.",2004-10-13,2004,2004_October_13_2004
Schieffer,"Anything to add, Senator Kerry?",2004-10-13,2004,2004_October_13_2004
John Kerry,"Yes. When the president had an opportunity to capture or kill Osama bin Laden, he took his focus off of them, outsourced the job to Afghan warlords, and Osama bin Laden escaped.",2004-10-13,2004,2004_October_13_2004
Schieffer,Mr. President?,2004-10-13,2004,2004_October_13_2004
George H.W. Bush,"Gosh, I just don’t think I ever said I’m not worried about Osama bin Laden. It’s kind of one of those exaggerations.",2004-10-13,2004,2004_October_13_2004
Schieffer,"New question, Mr. President, to you.",2004-10-13,2004,2004_October_13_2004
George H.W. Bush,"Bob, we relied upon a company out of England to provide about half of the flu vaccines for the United States citizen, and it turned out that the vaccine they were producing was contaminated. And so we took the right action and didn’t allow contaminated medicine into our country. We’re working with Canada to hopefully — that they’ll produce a — help us realize the vaccine necessary to make sure our citizens have got flu vaccinations during this upcoming season.",2004-10-13,2004,2004_October_13_2004
Schieffer,Senator Kerry?,2004-10-13,2004,2004_October_13_2004
John Kerry,This really underscores the problem with the American health-care system. It’s not working for the American family. And it’s gotten worse under President Bush over the course of the last years.,2004-10-13,2004,2004_October_13_2004
Schieffer,"Mr. President, would you like to add something?",2004-10-13,2004,2004_October_13_2004
George H.W. Bush,I would. Thank you.,2004-10-13,2004,2004_October_13_2004
Schieffer,Time’s up.,2004-10-13,2004,2004_October_13_2004
George H.W. Bush,Thank you.,2004-10-13,2004,2004_October_13_2004
John Kerry,"Actually, it’s not an empty promise.",2004-10-13,2004,2004_October_13_2004
Schieffer,All right.,2004-10-13,2004,2004_October_13_2004
John Kerry,"I’ll tell you exactly how I can do it: by reinstating what President Bush took away, which is called pay as you go.",2004-10-13,2004,2004_October_13_2004
Schieffer,Mr. President?,2004-10-13,2004,2004_October_13_2004
George H.W. Bush,"Well, his rhetoric doesn’t match his record.",2004-10-13,2004,2004_October_13_2004
