speaker,text,date,year,debate_id
Newman,"Dorothy Ridings, thank you. A brief word about our procedure tonight. The first question will go to Mr. Mondale. He’ll have 2\1/2\ minutes to reply. Then the panel member who put the question will ask a followup. The answer to that will be limited to 1 minute. After that, the same question will be put to President Reagan. Again, there will be a followup. And then each man will have 1 minute for rebuttal. The second question will go to President Reagan first. After that, the alternating will continue. At the end there will be 4-minute summations, with President Reagan going last.",1984-10-21,1984,1984_October_21_1984
Geyer,"Mr. Mondale, two related questions on the crucial issue of Central America. You and the Democratic Party have said that the only policy toward the horrendous civil wars in Central America should be on the economic development and negotiations, with perhaps a quarantine of Marxist Nicaragua. Do you believe that these answers would in any way solve the bitter conflicts there? Do you really believe that there is no need to resort to force at all? Are not the solutions to Central America’s gnawing problems simply, again, too weak and too late?",1984-10-21,1984,1984_October_21_1984
Walter Mondale,"I believe that the question oversimplifies the difficulties of what we must do in Central America. Our objectives ought to be to strengthen the democracies, to stop Communist and other extremist influences, and stabilize the community in that area. To do that we need a three-pronged attack: one is military assistance to our friends who are being pressured; secondly, a strong and sophisticated economic aid program and human rights program that offers a better life and a sharper alternative to the alternative offered by the totalitarians who oppose us; and finally, a strong diplomatic effort that pursues the possibilities of peace in the area.",1984-10-21,1984,1984_October_21_1984
Geyer,"Mr. Mondale, if I could broaden the question just a little bit: Since World War II, every conflict that we as Americans have been involved with has been in non-conventional or irregular terms. And yet, we keep fighting in conventional or traditional military terms.",1984-10-21,1984,1984_October_21_1984
Walter Mondale,"We absolutely must, which is why I responded to your first question the way I did. It’s much more complex. You must understand the region; you must understand the politics in the area; you must provide a strong alternative; and you must show strength — and all at the same time.",1984-10-21,1984,1984_October_21_1984
Geyer,"Mr. President, in the last few months it has seemed more and more that your policies in Central America were beginning to work. Yet, just at this moment, we are confronted with the extraordinary story of a CIA guerrilla manual for the anti-Sandinista contras whom we are backing, which advocates not only assassinations of Sandinistas but the hiring of criminals to assassinate the guerrillas we are supporting in order to create martyrs. Is this not, in effect, our own state-supported terrorism?",1984-10-21,1984,1984_October_21_1984
Ronald Reagan,"No, but I’m glad you asked that question, because I know it’s on many peoples’ minds. I have ordered an investigation. I know that the CIA is already going forward with one. We have a gentleman down in Nicaragua who is on contract to the CIA, advising — supposedly on military tactics — the contras. And he drew up this manual. It was turned over to the agency head of the CIA in Nicaragua to be printed. And a number of pages were excised by that agency head there, the man in charge, and he sent it on up here to CIA, where more pages were excised before it was printed. But some way or other, there were 12 of the original copies that got out down there and were not submitted for this printing process by the CIA.",1984-10-21,1984,1984_October_21_1984
Geyer,"Well, Mr. President, you are implying then that the CIA in Nicaragua is directing the contras there. I’d also like to ask whether having the CIA investigate its own manual in such a sensitive area is not sort of like sending the fox into the chicken coop a second time?",1984-10-21,1984,1984_October_21_1984
Ronald Reagan,"I’m afraid I misspoke when I said a CIA head in Nicaragua. There’s not someone there directing all of this activity. There are, as you know, CIA men stationed in other countries in the world and, certainly, in Central America. And so it was a man down there in that area that this was delivered to, and he recognized that what was in that manual was in direct contravention of my own Executive order, in December of 1981, that we would have nothing to do with regard to political assassinations.",1984-10-21,1984,1984_October_21_1984
Newman,"Mr. Mondale, your rebuttal.",1984-10-21,1984,1984_October_21_1984
