speaker,text,date,year,debate_id
Bill Clinton,"Thank you, Jim. And thank you to the people of Hartford, our hosts.",1996-10-06,1996,1996_October_6_1996
Moderator,"Senator Dole, two minutes.",1996-10-06,1996,1996_October_6_1996
Bob Dole,"Thank you. Thank you, Mr. President, for those kind words. Thank the people of Hartford, the Commission, and all those out here who may be listening or watching.",1996-10-06,1996,1996_October_6_1996
Moderator,"Mr. President, first question. There is a major difference in your view of the role of the Federal government and that of Senator Dole. How would you define the difference?",1996-10-06,1996,1996_October_6_1996
Bill Clinton,"Well, Jim, I believe that the Federal government should give people the tools and try to establish the conditions in which they can make the most of their own lives. That, to me, is the key. And that leads me to some different conclusions from Senator Dole.",1996-10-06,1996,1996_October_6_1996
Moderator,"Senator Dole, one minute.",1996-10-06,1996,1996_October_6_1996
Bob Dole,"I think the basic difference is, and I have had some experience in this, I think the basic difference, I trust the people. The President trusts the government. We go back and look at the healthcare plan that he wanted to impose on the American people. One seventh the total economy, 17 new taxes, price controls, 35 to 50 new bureaucracies that cost $1.5 trillion. Don’t forget that, that happened in 1993. A tax increase, a tax on everybody in America. Not just the rich. If you made 25,000 as the original proposal, you got your Social Security taxes increased. We had a BTU tax we turned into a $35 million gas tax, a $265 billion tax increase.",1996-10-06,1996,1996_October_6_1996
Moderator,"Mr. President, 30 seconds.",1996-10-06,1996,1996_October_6_1996
Bill Clinton,"I trust the people. We’ve done a lot to give the people more powers to make their own decisions over their own lives. But I do think we are right when we try to, for example, give mothers and newborns 48 hours before they can be kicked out of the hospital, ending these drive-by deliveries.",1996-10-06,1996,1996_October_6_1996
Moderator,"Senator Dole, the President said in his opening statement we are better off today than we were four years ago. Do you agree?",1996-10-06,1996,1996_October_6_1996
Bob Dole,"Well, he’s better off than he was four years ago.",1996-10-06,1996,1996_October_6_1996
Bill Clinton,I agree with that. That’s right.,1996-10-06,1996,1996_October_6_1996
Bob Dole,"And I may be better off four years from now, but I don’t know. I looked at the slowest growth in the century. He inherited a growth of 4.7 4.8 percent, now it’s down to about 2.4 percent. We’re going to pass a million bankruptcies this year for the first time in history. We’ve got stagnant wages. In fact, women’s wages have dropped 2.2 percent. Men’s wages haven’t gone up, gone down. So we have stagnation.",1996-10-06,1996,1996_October_6_1996
Moderator,"One minute, Mr. President.",1996-10-06,1996,1996_October_6_1996
Bill Clinton,"Well, let me say, first of all, in February Senator Dole acknowledged that the American economy was in the best shape it’s been in in 30 years. We have ten and a half million more jobs, a faster job growth rate than under any Republican administration since the 1920s. Wages are goings up for the first time in a decade. We have record numbers of new small businesses. We have the biggest drop in the number of people in poverty in 27 years. All groups of people are growing. We had the biggest drop in income inequality in 27 years in 1995.",1996-10-06,1996,1996_October_6_1996
Moderator,Senator Dole.,1996-10-06,1996,1996_October_6_1996
Bob Dole,"I doubt that I acknowledged that this year. But in any event, I think we just look at the facts. We ask the people that are viewing tonight, are you better off than you were four years ago. It’s not whether we’re better off, it’s whether they’re better off.",1996-10-06,1996,1996_October_6_1996
Moderator,"Mr. President, Senator Dole has come pretty close in the last few days to accusing you of lying about his position on Medicare reform. Have you done so?",1996-10-06,1996,1996_October_6_1996
Bill Clinton,"Absolutely not. Let’s look at the position. First of all, remember that in this campaign season, since Senator Dole’s been a candidate, he has bragged about the fact that he voted against Medicare in the beginning, in 1965, one of only 12 members. He said he did the right thing then, he knew it wouldn’t work at the time. That’s what he said.",1996-10-06,1996,1996_October_6_1996
Moderator,Senator Dole.,1996-10-06,1996,1996_October_6_1996
Bob Dole,"Well, I must say, I look back at the vote on Medicare in 1965, we had a program called Eldercare that also provided drugs and means tests to people who needed medical attention received it. I thought it was a good program. But I’ve supported Medicare ever since.",1996-10-06,1996,1996_October_6_1996
Moderator,Mr. President.,1996-10-06,1996,1996_October_6_1996
Bill Clinton,"Well, let me say, first of all, I’d be happy to have a commission deal with this and I appreciate what Senator Dole did on the ’83 Social Security commission. But it won’t be possible to do, if his tax scheme passes because even his own campaign co-chair, Senator D’Amato, says he’ll have to cut Medicare even more than was cut in the bill that I vetoed. I vetoed that bill because it cut more Medicare and and basically ran the risk of breaking up the system. My balanced budget plan puts ten years on the Medicare. We ought to do that, then we can have a commission. But Senator Dole’s plans are not good for the country.",1996-10-06,1996,1996_October_6_1996
Moderator,"Senator Dole, speaking of your tax plan, do you still think that’s a good idea, the 15 percent across the board tax cut?",1996-10-06,1996,1996_October_6_1996
Bob Dole,"Oh, yes. And you’ll be eligible.",1996-10-06,1996,1996_October_6_1996
Bob Dole,"And so will the former President, yes.",1996-10-06,1996,1996_October_6_1996
Bill Clinton,I need it.,1996-10-06,1996,1996_October_6_1996
Bob Dole,"Well, the people need it, that’s the point. This is not a Wall Street tax cut. This is a family tax cut. This is a Main Street tax cut, 15 percent across — let’s take a family making $30,000 a year, that’s $1261. Now, maybe to some in this Bushnell Memorial that it’s not a lot of money, but people watching tonight with a couple of kids, a working family, that’s four or five months of day care, maybe a personal computer; it’s may be three or four months of mortgage payments. This economic package is about families but it’s a six-point package. First of all, it’s a balanced budget amendment to the Constitution which President Clinton defeated. He twisted arms and got six Democrats to vote the other way, but we lost by one vote. It’s balancing a budget by the year 2002. It’s a tax cut, cutting capital gains 50 percent. So you can go out and create more jobs and more opportunities. It’s a state tax relief. It’s a $500 per child tax credit. It’s about litigation reforms.",1996-10-06,1996,1996_October_6_1996
Moderator,Mr. President.,1996-10-06,1996,1996_October_6_1996
Bill Clinton,"Well, here’s the problem with it: It sounds very good, but there’s a reason that 500 economists, including seven Nobel prize winners and business periodicals like Business Week, and even Senator Dole’s friends, Senator Warren Rudman, former Republican senator from New Hampshire, says it’s not a practical program. It’s a $550 billion tax scheme that will cause a big hole in the deficit which will raise interest rates and slow down the economy and cause people to pay more for home mortgages, car payments, credit card payments, college loans, and small business loans. It’s not good to raise the deficit. We worked too hard to lower it. It will actually raise taxes on nine million people and, in addition to that, it will force bigger cuts in Medicare, Medicaid, education and the environment than the ones that he and Mr. Gingrich passed that I vetoed last year. So it sounds great, but our targeted tax cut for education, child rearing, healthcare and home buying, which is paid for in my balanced budget plan, something that he has not done, certified by the Congressional budget office, that’s the right way to go.",1996-10-06,1996,1996_October_6_1996
Bob Dole,"The President wants to increase spending 20 percent over the next six years. I want to increase spending 14 percent, that’s how simple it is. I want the government to pinch pennies for a change instead of the American families. We’re talking about six percentage points over six years, and with that money you give it back to the working people. You also provide opportunity scholarships so low income parents will have the same choice that others have in sending their children to better schools. It will work, and when it does work, Mr. President, I know you’ll congratulate me.",1996-10-06,1996,1996_October_6_1996
