speaker,text,date,year,debate_id
Moderator,"This debate and the next three — two presidential, one vice presidential — are sponsored by the Commission on Presidential Debates. Tonight’s 90 minutes will be about domestic issues and will follow a format designed by the commission. There will be six roughly 15-minute segments with two-minute answers for the first question, then open discussion for the remainder of each segment.",2012-10-03,2012,2012_October_3_2012
Moderator,"You have two minutes. Each of you have two minutes to start. A coin toss has determined, Mr. President, you go first.",2012-10-03,2012,2012_October_3_2012
Barack Obama,"Well, thank you very much, Jim, for this opportunity. I want to thank Governor Romney and the University of Denver for your hospitality.",2012-10-03,2012,2012_October_3_2012
Moderator,"Governor Romney, two minutes.",2012-10-03,2012,2012_October_3_2012
Mitt Romney,"Thank you, Jim. It’s an honor to be here with you, and I appreciate the chance to be with the president. I’m pleased to be at the University of Denver, appreciate their welcome, and also the Presidential Commission on these debates.",2012-10-03,2012,2012_October_3_2012
Mitt Romney,"Now, I’m concerned that the path that we’re on has just been unsuccessful. The president has a view very similar to the view he had when he ran four years, that a bigger government, spending more, taxing more, regulating more — if you will, trickle-down government — would work.",2012-10-03,2012,2012_October_3_2012
Moderator,"Mr. President, please respond directly to what the governor just said about trickle-down — his trick-down approach, as he said yours is.",2012-10-03,2012,2012_October_3_2012
Barack Obama,"Well, let me talk specifically about what I think we need to do. First, we’ve got to improve our education system and we’ve made enormous progress drawing on ideas both from Democrats and Republicans that are already starting to show gains in some of the toughest to deal with schools. We’ve got a program called Race to the Top that has prompted reforms in 46 states around the country, raising standards, improving how we train teachers.",2012-10-03,2012,2012_October_3_2012
Barack Obama,"So all of this is possible. Now, in order for us to do it, we do have to close our deficit, and one of the things I’m sure we’ll be discussing tonight is, how do we deal with our tax code? And how do we make sure that we are reducing spending in a responsible way, but also, how do we have enough revenue to make those investments?",2012-10-03,2012,2012_October_3_2012
Moderator,"Both of you have spoken about a lot of different things, and we’re going to try to get through them in as specific a way as we possibly can.",2012-10-03,2012,2012_October_3_2012
Mitt Romney,"Well, sure. I’d like to clear up the record and go through it piece by piece.",2012-10-03,2012,2012_October_3_2012
Mitt Romney,"And so the question is how to get them going again. And I’ve described it. It’s energy and trade, the right kind of training programs, balancing our budget and helping small business. Those are the — the cornerstones of my plan.",2012-10-03,2012,2012_October_3_2012
Barack Obama,"Well, I think — let’s talk about taxes, because I think it’s instructive. Now, four years ago, when I stood on this stage, I said that I would cut taxes for middle-class families. And that’s exactly what I did. We cut taxes for middle-class families by about $3,600.",2012-10-03,2012,2012_October_3_2012
Moderator,All right.,2012-10-03,2012,2012_October_3_2012
Barack Obama,"When you add up all the loopholes and deductions that upper-income individuals can — are currently taking advantage of, you take those all away, you don’t come close to paying for $5 trillion in tax cuts and $2 trillion in additional military spending.",2012-10-03,2012,2012_October_3_2012
Barack Obama,"And that’s why independent studies looking at this said the only way to meet Governor Romney’s pledge of not reducing the deficit or — or — or not adding to the deficit is by burdening middle-class families. The average middle-class family with children would pay about $2,000 more.",2012-10-03,2012,2012_October_3_2012
Moderator,All right. What is the difference? Let’s just stay on taxes.,2012-10-03,2012,2012_October_3_2012
Moderator,Just — let’s just stay on taxes for (inaudible).,2012-10-03,2012,2012_October_3_2012
Moderator,What is the difference…,2012-10-03,2012,2012_October_3_2012
Mitt Romney,"Well, but — but virtually — virtually everything he just said about my tax plan is inaccurate.",2012-10-03,2012,2012_October_3_2012
Moderator,All right.,2012-10-03,2012,2012_October_3_2012
Mitt Romney,"So if the tax plan he described were a tax plan I was asked to support, I’d say absolutely not. I’m not looking for a $5 trillion tax cut. What I’ve said is I won’t put in place a tax cut that adds to the deficit. That’s part one. So there’s no economist that can say Mitt Romney’s tax plan adds $5 trillion if I say I will not add to the deficit with my tax plan.",2012-10-03,2012,2012_October_3_2012
Mitt Romney,"And the reason is because small business pays that individual rate; 54 percent of America’s workers work in businesses that are taxed not at the corporate tax rate, but at the individual tax rate. And if we lower that rate, they will be able to hire more people. For me, this is about jobs. This is about getting jobs for the American people.",2012-10-03,2012,2012_October_3_2012
Moderator,That’s where we started. Yeah.,2012-10-03,2012,2012_October_3_2012
Barack Obama,"Well, for 18 months he’s been running on this tax plan. And now, five weeks before the election, he’s saying that his big, bold idea is, “Never mind.”",2012-10-03,2012,2012_October_3_2012
Barack Obama,"And we do have a difference, though, when it comes to definitions of small business. Under — under my plan, 97 percent of small businesses would not see their income taxes go up. Governor Romney says, well, those top 3 percent, they’re the job creators, they’d be burdened.",2012-10-03,2012,2012_October_3_2012
Moderator,All right.,2012-10-03,2012,2012_October_3_2012
Mitt Romney,"Jim, let me just come back on that — on that point, which is these…",2012-10-03,2012,2012_October_3_2012
Moderator,Just for the — just for record…,2012-10-03,2012,2012_October_3_2012
Mitt Romney,… the small businesses we’re talking about…,2012-10-03,2012,2012_October_3_2012
Moderator,"Excuse me. Excuse me. Just so everybody understands, we’re way over our first 15 minutes.",2012-10-03,2012,2012_October_3_2012
Mitt Romney,"It’s fun, isn’t it?",2012-10-03,2012,2012_October_3_2012
Moderator,"It’s OK, it’s great. No problem. Well, you all don’t have — you don’t have a problem, I don’t have a problem, because we’re still on the economy. We’re going to come back to taxes. I want move on to the deficit and a lot of other things, too.",2012-10-03,2012,2012_October_3_2012
Mitt Romney,"You bet. Well, President, you’re — Mr. President, you’re absolutely right, which is that, with regards to 97 percent of the businesses are not — not taxed at the 35 percent tax rate, they’re taxed at a lower rate. But those businesses that are in the last 3 percent of businesses happen to employ half — half of all the people who work in small business. Those are the businesses that employ one-quarter of all the workers in America. And your plan is to take their tax rate from 35 percent to 40 percent.",2012-10-03,2012,2012_October_3_2012
Barack Obama,"Jim, I — you may want to move onto another topic, but I — I would just say this to the American people. If you believe that we can cut taxes by $5 trillion and add $2 trillion in additional spending that the military is not asking for, $7 trillion — just to give you a sense, over 10 years, that’s more than our entire defense budget — and you think that by closing loopholes and deductions for the well-to-do, somehow you will not end up picking up the tab, then Governor Romney’s plan may work for you.",2012-10-03,2012,2012_October_3_2012
Barack Obama,"Bill Clinton tried the approach that I’m talking about. We created 23 million new jobs. We went from deficit to surplus. And businesses did very well. So, in some ways, we’ve got some data on which approach is more likely to create jobs and opportunity for Americans and I believe that the economy works best when middle-class families are getting tax breaks so that they’ve got some money in their pockets, and those of us who have done extraordinarily well because of this magnificent country that we live in, that we can afford to do a little bit more to make sure we’re not blowing up the deficit.",2012-10-03,2012,2012_October_3_2012
Mitt Romney,"Jim, the president began this segment, so I think I get the last word.",2012-10-03,2012,2012_October_3_2012
Moderator,"Well, you’re going to get the first word in the next segment.",2012-10-03,2012,2012_October_3_2012
Mitt Romney,"All right. Well, but he gets the first word of that segment. I get the last word (inaudible) I hope. Let me just make this comment.",2012-10-03,2012,2012_October_3_2012
Mitt Romney,"I think first of all, let me — let me repeat — let me repeat what I said. I’m not in favor of a $5 trillion tax cut. That’s not my plan. My plan is not to put in place any tax cut that will add to the deficit. That’s point one.",2012-10-03,2012,2012_October_3_2012
Moderator,"All right. Let’s talk — we’re still on the economy. This is, theoretically now, a second segment still on the economy, and specifically on what to do about the federal deficit, the federal debt.",2012-10-03,2012,2012_October_3_2012
Mitt Romney,"Good. I’m glad you raised that, and it’s a — it’s a critical issue. I think it’s not just an economic issue, I think it’s a moral issue. I think it’s, frankly, not moral for my generation to keep spending massively more than we take in, knowing those burdens are going to be passed on to the next generation and they’re going to be paying the interest and the principal all their lives.",2012-10-03,2012,2012_October_3_2012
Barack Obama,I like it.,2012-10-03,2012,2012_October_3_2012
Mitt Romney,"Good. OK, good. So I’ll get rid of that.",2012-10-03,2012,2012_October_3_2012
Mitt Romney,"Number three, I’ll make government more efficient and to cut back the number of employees, combine some agencies and departments. My cutbacks will be done through attrition, by the way.",2012-10-03,2012,2012_October_3_2012
Moderator,"Mr. President, two minutes.",2012-10-03,2012,2012_October_3_2012
Barack Obama,"When I walked into the Oval Office, I had more than a trillion-dollar deficit greeting me. And we know where it came from: two wars that were paid for on a credit card; two tax cuts that were not paid for; and a whole bunch of programs that were not paid for; and then a massive economic crisis.",2012-10-03,2012,2012_October_3_2012
Barack Obama,"… talked about Medicaid and how we could send it back to the states, but effectively this means a 30 percent cut in the primary program we help for seniors who are in nursing homes, for kids who are with disabilities.",2012-10-03,2012,2012_October_3_2012
Moderator,"Mr. President, I’m sorry.",2012-10-03,2012,2012_October_3_2012
Barack Obama,And — and that is not a right strategy for us to move forward.,2012-10-03,2012,2012_October_3_2012
Moderator,Way over the two minutes.,2012-10-03,2012,2012_October_3_2012
Moderator,"Governor, what about Simpson-Bowles? Do you support Simpson-Bowles?",2012-10-03,2012,2012_October_3_2012
Mitt Romney,"Simpson-Bowles, the president should have grabbed that.",2012-10-03,2012,2012_October_3_2012
Moderator,"No, I mean, do you support Simpson-Bowles?",2012-10-03,2012,2012_October_3_2012
Mitt Romney,"I have my own plan. It’s not the same as Simpson- Bowles. But in my view, the president should have grabbed it. If you wanted to make some adjustments to it, take it, go to Congress, fight for it.",2012-10-03,2012,2012_October_3_2012
Barack Obama,"That’s what we’ve done, made some adjustments to it, and we’re putting it forward before Congress right now, a $4 trillion plan…",2012-10-03,2012,2012_October_3_2012
Mitt Romney,But you’ve been — but you’ve been president four years…,2012-10-03,2012,2012_October_3_2012
Mitt Romney,"You’ve been president four years. You said you’d cut the deficit in half. It’s now four years later. We still have trillion-dollar deficits. The CBO says we’ll have a trillion-dollar deficit each of the next four years. If you’re re-elected, we’ll get to a trillion-dollar debt.",2012-10-03,2012,2012_October_3_2012
Mitt Romney,"I mean, you have said before you’d cut the deficit in half. And this — I love this idea of $4 trillion in cuts. You found $4 trillion of ways to reduce or to get closer to a balanced budget, except we still show trillion-dollar deficits every year. That doesn’t get the job done.",2012-10-03,2012,2012_October_3_2012
Moderator,(inaudible) answer the taxes thing for a moment.,2012-10-03,2012,2012_October_3_2012
Moderator,Mr. President?,2012-10-03,2012,2012_October_3_2012
Barack Obama,"Well, we’ve had this discussion before.",2012-10-03,2012,2012_October_3_2012
Moderator,"About the idea that in order to reduce the deficit, there has to be revenue in addition to cuts.",2012-10-03,2012,2012_October_3_2012
Barack Obama,"There has to be revenue in addition to cuts. Now, Governor Romney has ruled out revenue. He’s ruled out revenue.",2012-10-03,2012,2012_October_3_2012
Mitt Romney,Absolutely.,2012-10-03,2012,2012_October_3_2012
Mitt Romney,"Look, the revenue I get is by more people working, getting higher pay, paying more taxes. That’s how we get growth and how we balance the budget. But the idea of taxing people more, putting more people out of work, you’ll never get there. You’ll never balance the budget by raising taxes.",2012-10-03,2012,2012_October_3_2012
Moderator,"But — but Mr. President, you’re saying in order to — to get the job done, it’s got to be balanced. You’ve got to have…",2012-10-03,2012,2012_October_3_2012
Barack Obama,"If — if we’re serious, we’ve got to take a balanced, responsible approach. And by the way, this is not just when it comes to individual taxes. Let’s talk about corporate taxes.",2012-10-03,2012,2012_October_3_2012
Barack Obama,"It means that the teacher that I met in Las Vegas, a wonderful young lady, who describes to me — she’s got 42 kids in her class. The first two weeks she’s got them, some of them sitting on the floor until finally they get reassigned. They’re using text books that are 10 years old.",2012-10-03,2012,2012_October_3_2012
