speaker,text,date,year,debate_id
Schieffer,"The audience has taken a vow of silence — no applause, no reaction of any kind, except right now when we welcome President Barack Obama and Governor Mitt Romney.",2012-10-22,2012,2012_October_22_2012
Schieffer,"The first segment is the challenge of a changing Middle East and the new face of terrorism. I’m going to put this into two segments so you’ll have two topic questions within this one segment on the subject. The first question, and it concerns Libya. The controversy over what happened there continues. Four Americans are dead, including an American ambassador. Questions remain. What happened? What caused it? Was it spontaneous? Was it an intelligence failure? Was it a policy failure? Was there an attempt to mislead people about what really happened?",2012-10-22,2012,2012_October_22_2012
Schieffer,I’d like to hear each of you give your thoughts on that.,2012-10-22,2012,2012_October_22_2012
Mitt Romney,"Thank you, Bob. And thank you for agreeing to moderate this debate this evening. Thank you to Lynn University for welcoming us here. And Mr. President, it’s good to be with you again. We were together at a humorous event a little earlier, and it’s nice to maybe funny this time, not on purpose. We’ll see what happens.",2012-10-22,2012,2012_October_22_2012
Mitt Romney,"It’s certainly not hiding. This is a group that is now involved in 10 or 12 countries, and it presents an enormous threat to our friends, to the world, to America, long term, and we must have a comprehensive strategy to help reject this kind of extremism.",2012-10-22,2012,2012_October_22_2012
Schieffer,Mr. President?,2012-10-22,2012,2012_October_22_2012
Barack Obama,"Well, my first job as commander in chief, Bob, is to keep the American people safe. And that’s what we’ve done over the last four years.",2012-10-22,2012,2012_October_22_2012
Barack Obama,"Now that represents the opportunity we have to take advantage of. And, you know, Governor Romney, I’m glad that you agree that we have been successful in going after Al Qaida, but I have to tell you that, you know, your strategy previously has been one that has been all over the map and is not designed to keep Americans safe or to build on the opportunities that exist in the Middle East.",2012-10-22,2012,2012_October_22_2012
Mitt Romney,"Well, my strategy is pretty straightforward, which is to go after the bad guys, to make sure we do our very best to interrupt them, to — to kill them, to take them out of the picture.",2012-10-22,2012,2012_October_22_2012
Mitt Romney,"It’s wonderful that Libya seems to be making some progress, despite this terrible tragedy.",2012-10-22,2012,2012_October_22_2012
Schieffer,"We’ll get to that, but let’s give the president a chance.",2012-10-22,2012,2012_October_22_2012
Barack Obama,"Governor Romney, I’m glad that you recognize that Al Qaida is a threat, because a few months ago when you were asked what’s the biggest geopolitical threat facing America, you said Russia, not Al Qaida; you said Russia, in the 1980s, they’re now calling to ask for their foreign policy back because, you know, the Cold War’s been over for 20 years.",2012-10-22,2012,2012_October_22_2012
Barack Obama,"So, what — what we need to do with respect to the Middle East is strong, steady leadership, not wrong and reckless leadership that is all over the map. And unfortunately, that’s the kind of opinions that you’ve offered throughout this campaign, and it is not a recipe for American strength, or keeping America safe over the long haul.",2012-10-22,2012,2012_October_22_2012
Schieffer,I’m going to add a couple of minutes here to give you a chance to respond.,2012-10-22,2012,2012_October_22_2012
Mitt Romney,"Well, of course I don’t concur with what the president said about my own record and the things that I’ve said. They don’t happen to be accurate. But — but I can say this, that we’re talking about the Middle East and how to help the Middle East reject the kind of terrorism we’re seeing, and the rising tide of tumult and — and confusion. And — and attacking me is not an agenda. Attacking me is not talking about how we’re going to deal with the challenges that exist in the Middle East, and take advantage of the opportunity there, and stem the tide of this violence.",2012-10-22,2012,2012_October_22_2012
Mitt Romney,"Excuse me. It’s a geopolitical foe, and I said in the same — in the same paragraph I said, and Iran is the greatest national security threat we face. Russia does continue to battle us in the U.N. time and time again. I have clear eyes on this. I’m not going to wear rose-colored glasses when it comes to Russia, or Mr. Putin. And I’m certainly not going to say to him, I’ll give you more flexibility after the election. After the election, he’ll get more backbone. Number two, with regards to Iraq, you and I agreed I believe that there should be a status of forces agreement.",2012-10-22,2012,2012_October_22_2012
Mitt Romney,Oh you didn’t? You didn’t want a status of…,2012-10-22,2012,2012_October_22_2012
Barack Obama,"What I would not have had done was left 10,000 troops in Iraq that would tie us down. And that certainly would not help us in the Middle East.",2012-10-22,2012,2012_October_22_2012
Mitt Romney,"I’m sorry, you actually — there was a — there was an effort on the part of the president to have a status of forces agreement, and I concurred in that, and said that we should have some number of troops that stayed on. That was something I concurred with…",2012-10-22,2012,2012_October_22_2012
Mitt Romney,"…that your posture. That was my posture as well. You thought it should have been 5,000 troops…",2012-10-22,2012,2012_October_22_2012
Mitt Romney,"… I thought there should have been more troops, but you know what? The answer was we got…",2012-10-22,2012,2012_October_22_2012
Mitt Romney,… no troops through whatsoever.,2012-10-22,2012,2012_October_22_2012
Barack Obama,This was just a few weeks ago that you indicated that we should still have troops in Iraq.,2012-10-22,2012,2012_October_22_2012
Mitt Romney,…I’m sorry that’s a…,2012-10-22,2012,2012_October_22_2012
Barack Obama,You — you…,2012-10-22,2012,2012_October_22_2012
Mitt Romney,…that’s a — I indicated…,2012-10-22,2012,2012_October_22_2012
Barack Obama,…major speech.,2012-10-22,2012,2012_October_22_2012
Mitt Romney,…I indicated that you failed to put in place a status…,2012-10-22,2012,2012_October_22_2012
Mitt Romney,…of forces agreement at the end of the conflict that existed.,2012-10-22,2012,2012_October_22_2012
Barack Obama,Governor — here — here’s — here’s one thing…,2012-10-22,2012,2012_October_22_2012
Barack Obama,…here’s one thing I’ve learned as commander in chief.,2012-10-22,2012,2012_October_22_2012
Schieffer,Let him answer…,2012-10-22,2012,2012_October_22_2012
Barack Obama,"You’ve got to be clear, both to our allies and our enemies, about where you stand and what you mean. You just gave a speech a few weeks ago in which you said we should still have troops in Iraq. That is not a recipe for making sure that we are taking advantage of the opportunities and meeting the challenges of the Middle East.",2012-10-22,2012,2012_October_22_2012
Schieffer,"Let me interject the second topic question in this segment about the Middle East and so on, and that is, you both mentioned — alluded to this, and that is Syria.",2012-10-22,2012,2012_October_22_2012
Barack Obama,"What we’ve done is organize the international community, saying Assad has to go. We’ve mobilized sanctions against that government. We have made sure that they are isolated. We have provided humanitarian assistance and we are helping the opposition organize, and we’re particularly interested in making sure that we’re mobilizing the moderate forces inside of Syria.",2012-10-22,2012,2012_October_22_2012
Mitt Romney,"Well, let’s step back and talk about what’s happening in Syria and how important it is. First of all, 30,000 people being killed by their government is a humanitarian disaster. Secondly, Syria is an opportunity for us because Syria plays an important role in the Middle East, particularly right now.",2012-10-22,2012,2012_October_22_2012
