speaker,text,date,year,debate_id
Palin,Nice to meet you.,2008-10-02,2008,2008_October_2_2008
Joe Biden,It’s a pleasure.,2008-10-02,2008,2008_October_2_2008
Palin,"Hey, can I call you Joe?",2008-10-02,2008,2008_October_2_2008
Joe Biden,(OFF-MIKE),2008-10-02,2008,2008_October_2_2008
Palin,Thank you.,2008-10-02,2008,2008_October_2_2008
Ifill,Welcome to you both.,2008-10-02,2008,2008_October_2_2008
Joe Biden,"Let me begin by thanking you, Gwen, for hosting this.",2008-10-02,2008,2008_October_2_2008
Ifill,"Thank you, Senator.",2008-10-02,2008,2008_October_2_2008
Palin,"Thank you, Gwen. And I thank the commission, also. I appreciate this privilege of being able to be here and speak with Americans.",2008-10-02,2008,2008_October_2_2008
Ifill,You both would like to be vice president.,2008-10-02,2008,2008_October_2_2008
Joe Biden,"Well, that’s what I’ve done my whole career, Gwen, on very, very controversial issues, from dealing with violence against women, to putting 100,000 police officers on the street, to trying to get something done about the genocide in — that was going on in Bosnia.",2008-10-02,2008,2008_October_2_2008
Ifill,"You may, if you like.",2008-10-02,2008,2008_October_2_2008
Joe Biden,"Yes, well, you know, until two weeks ago — it was two Mondays ago John McCain said at 9 o’clock in the morning that the fundamentals of the economy were strong. Two weeks before that, he said George — we’ve made great economic progress under George Bush’s policies.",2008-10-02,2008,2008_October_2_2008
Ifill,"Governor Palin, you may respond.",2008-10-02,2008,2008_October_2_2008
Palin,"John McCain, in referring to the fundamental of our economy being strong, he was talking to and he was talking about the American workforce. And the American workforce is the greatest in this world, with the ingenuity and the work ethic that is just entrenched in our workforce. That’s a positive. That’s encouragement. And that’s what John McCain meant.",2008-10-02,2008,2008_October_2_2008
Ifill,"Governor, Senator, neither of you really answered that last question about what you would do as vice president. I’m going to come back to that…",2008-10-02,2008,2008_October_2_2008
Palin,"Darn right it was the predator lenders, who tried to talk Americans into thinking that it was smart to buy a $300,000 house if we could only afford a $100,000 house. There was deception there, and there was greed and there is corruption on Wall Street. And we need to stop that.",2008-10-02,2008,2008_October_2_2008
Palin,"One thing that Americans do at this time, also, though, is let’s commit ourselves just every day American people, Joe Six Pack, hockey moms across the nation, I think we need to band together and say never again. Never will we be exploited and taken advantage of again by those who are managing our money and loaning us these dollars. We need to make sure that we demand from the federal government strict oversight of those entities in charge of our investments and our savings and we need also to not get ourselves in debt. Let’s do what our parents told us before we probably even got that first credit card. Don’t live outside of our means. We need to make sure that as individuals we’re taking personal responsibility through all of this. It’s not the American peoples fault that the economy is hurting like it is, but we have an opportunity to learn a heck of a lot of good lessons through this and say never again will we be taken advantage of.",2008-10-02,2008,2008_October_2_2008
Joe Biden,"Well Gwen, two years ago Barack Obama warned about the sub prime mortgage crisis. John McCain said shortly after that in December he was surprised there was a sub prime mortgage problem. John McCain while Barack Obama was warning about what we had to do was literally giving an interview to “The Wall Street Journal” saying that I’m always for cutting regulations. We let Wall Street run wild. John McCain and he’s a good man, but John McCain thought the answer is that tried and true Republican response, deregulate, deregulate.",2008-10-02,2008,2008_October_2_2008
Ifill,"Governor, please if you want to respond to what he said about Senator McCain’s comments about health care?",2008-10-02,2008,2008_October_2_2008
Palin,"I would like to respond about the tax increases. We can speak in agreement here that darn right we need tax relief for Americans so that jobs can be created here. Now, Barack Obama and Senator Biden also voted for the largest tax increases in U.S. history. Barack had 94 opportunities to side on the people’s side and reduce taxes and 94 times he voted to increase taxes or not support a tax reduction, 94 times.",2008-10-02,2008,2008_October_2_2008
Joe Biden,"The charge is absolutely not true. Barack Obama did not vote to raise taxes. The vote she’s referring to, John McCain voted the exact same way. It was a budget procedural vote. John McCain voted the same way. It did not raise taxes. Number two, using the standard that the governor uses, John McCain voted 477 times to raise taxes. It’s a bogus standard it but if you notice, Gwen, the governor did not answer the question about deregulation, did not answer the question of defending John McCain about not going along with the deregulation, letting Wall Street run wild. He did support deregulation almost across the board. That’s why we got into so much trouble.",2008-10-02,2008,2008_October_2_2008
Ifill,Would you like to have an opportunity to answer that before we move on?,2008-10-02,2008,2008_October_2_2008
Palin,"I’m still on the tax thing because I want to correct you on that again. And I want to let you know what I did as a mayor and as a governor. And I may not answer the questions the way that either the moderator or you want to hear, but I’m going to talk straight to the American people and let them know my track record also. As mayor, every year I was in office I did reduce taxes. I eliminated personal property taxes and eliminated small business inventory taxes and as governor we suspended our state fuel tax. We did all of those things knowing that that is how our economy would be heated up. Now, as for John McCain’s adherence to rules and regulations and pushing for even harder and tougher regulations, that is another thing that he is known for though. Look at the tobacco industry. Look at campaign finance reform.",2008-10-02,2008,2008_October_2_2008
Ifill,"OK, our time is up here. We’ve got to move to the next question. Senator Biden, we want to talk about taxes, let’s talk about taxes. You proposed raising taxes on people who earn over $250,000 a year. The question for you is, why is that not class warfare and the same question for you, Governor Palin, is you have proposed a tax employer health benefits which some studies say would actually throw five million more people onto the roles of the uninsured. I want to know why that isn’t taking things out on the poor, starting with you, Senator Biden.",2008-10-02,2008,2008_October_2_2008
Joe Biden,"Well Gwen, where I come from, it’s called fairness, just simple fairness. The middle class is struggling. The middle class under John McCain’s tax proposal, 100 million families, middle class families, households to be precise, they got not a single change, they got not a single break in taxes. No one making less than $250,000 under Barack Obama’s plan will see one single penny of their tax raised whether it’s their capital gains tax, their income tax, investment tax, any tax. And 95 percent of the people in the United States of America making less than $150,000 will get a tax break.",2008-10-02,2008,2008_October_2_2008
Palin,"I do take issue with some of the principle there with that redistribution of wealth principle that seems to be espoused by you. But when you talk about Barack’s plan to tax increase affecting only those making $250,000 a year or more, you’re forgetting millions of small businesses that are going to fit into that category. So they’re going to be the ones paying higher taxes thus resulting in fewer jobs being created and less productivity.",2008-10-02,2008,2008_October_2_2008
Ifill,"Governor, are you interested in defending Senator McCain’s health care plan?",2008-10-02,2008,2008_October_2_2008
Palin,"I am because he’s got a good health care plan that is detailed. And I want to give you a couple details on that. He’s proposing a $5,000 tax credit for families so that they can get out there and they can purchase their own health care coverage. That’s a smart thing to do. That’s budget neutral. That doesn’t cost the government anything as opposed to Barack Obama’s plan to mandate health care coverage and have universal government run program and unless you’re pleased with the way the federal government has been running anything lately, I don’t think that it’s going to be real pleasing for Americans to consider health care being taken over by the feds. But a $5,000 health care credit through our income tax that’s budget neutral. That’s going to help. And he also wants to erase those artificial lines between states so that through competition, we can cross state lines and if there’s a better plan offered somewhere else, we would be able to purchase that. So affordability and accessibility will be the keys there with that $5,000 tax credit also being offered.",2008-10-02,2008,2008_October_2_2008
Ifill,"Thank you, governor. Senator?",2008-10-02,2008,2008_October_2_2008
Joe Biden,"Gwen, I don’t know where to start. We don’t call a redistribution in my neighborhood Scranton, Claymont, Wilmington, the places I grew up, to give the fair to say that not giving Exxon Mobil another $4 billion tax cut this year as John calls for and giving it to middle class people to be able to pay to get their kids to college, we don’t call that redistribution. We call that fairness number one. Number two fact, 95 percent of the small businesses in America, their owners make less than $250,000 a year. They would not get one single solitary penny increase in taxes, those small businesses.",2008-10-02,2008,2008_October_2_2008
Joe Biden,"Now, with regard to the — to the health care plan, you know, it’s with one hand you giveth, the other you take it. You know how Barack Obama — excuse me, do you know how John McCain pays for his $5,000 tax credit you’re going to get, a family will get?",2008-10-02,2008,2008_October_2_2008
Ifill,"Thank you, Senator.",2008-10-02,2008,2008_October_2_2008
Joe Biden,"Well, the one thing we might have to slow down is a commitment we made to double foreign assistance. We’ll probably have to slow that down.",2008-10-02,2008,2008_October_2_2008
Joe Biden,That’s what I’m talking about.,2008-10-02,2008,2008_October_2_2008
Palin,"Well, the nice thing about running with John McCain is I can assure you he doesn’t tell one thing to one group and then turns around and tells something else to another group, including his plans that will make this bailout plan, this rescue plan, even better.",2008-10-02,2008,2008_October_2_2008
