speaker,text,date,year,debate_id
Moderator,"Good evening, Mr. President, Senator Kerry.",2004-09-30,2004,2004_September_30_2004
John Kerry,"Yes, I do.",2004-09-30,2004,2004_September_30_2004
Moderator,"Mr. President, you have a 90-second rebuttal.",2004-09-30,2004,2004_September_30_2004
George H.W. Bush,"I, too, thank the University of Miami, and say our prayers are with the good people of this state, who’ve suffered a lot.",2004-09-30,2004,2004_September_30_2004
Moderator,"New question, Mr. President, two minutes.",2004-09-30,2004,2004_September_30_2004
George H.W. Bush,"No, I don’t believe it’s going to happen. I believe I’m going to win, because the American people know I know how to lead. I’ve shown the American people I know how to lead.",2004-09-30,2004,2004_September_30_2004
Moderator,"Ninety second response, Senator Kerry.",2004-09-30,2004,2004_September_30_2004
John Kerry,"I believe in being strong and resolute and determined. And I will hunt down and kill the terrorists, wherever they are.",2004-09-30,2004,2004_September_30_2004
Moderator,"New question, two minutes, Senator Kerry.",2004-09-30,2004,2004_September_30_2004
John Kerry,"Well, where do you want me to begin?",2004-09-30,2004,2004_September_30_2004
Moderator,"Ninety-second response, Mr. President.",2004-09-30,2004,2004_September_30_2004
George H.W. Bush,My opponent looked at the same intelligence I looked at and declared in 2002 that Saddam Hussein was a grave threat.,2004-09-30,2004,2004_September_30_2004
Moderator,"New question, Mr. President. Two minutes.",2004-09-30,2004,2004_September_30_2004
George H.W. Bush,"Jim, we’ve got the capability of doing both.",2004-09-30,2004,2004_September_30_2004
Moderator,"Senator Kerry, 90 seconds.",2004-09-30,2004,2004_September_30_2004
John Kerry,The president just talked about Iraq as a center of the war on terror. Iraq was not even close to the center of the war on terror before the president invaded it.,2004-09-30,2004,2004_September_30_2004
George H.W. Bush,Can I respond to that?,2004-09-30,2004,2004_September_30_2004
Moderator,Let’s do one of these one-minute extensions. You have 30 seconds.,2004-09-30,2004,2004_September_30_2004
George H.W. Bush,"Thank you, sir. First of all, what my opponent wants you to forget is that he voted to authorize the use of force and now says it’s the wrong war at the wrong time at the wrong place.",2004-09-30,2004,2004_September_30_2004
Moderator,"Thirty seconds, Senator.",2004-09-30,2004,2004_September_30_2004
John Kerry,"Yes, we have to be steadfast and resolved, and I am. And I will succeed for those troops, now that we’re there. We have to succeed. We can’t leave a failed Iraq. But that doesn’t mean it wasn’t a mistake of judgment to go there and take the focus off of Osama bin Laden. It was. Now, we can succeed. But I don’t believe this president can. I think we need a president who has the credibility to bring the allies back to the table and to do what’s necessary to make it so America isn’t doing this alone.",2004-09-30,2004,2004_September_30_2004
Moderator,"We’ll come back to Iraq in a moment. But I want to come back to where I began, on homeland security. This is a two-minute new question, Senator Kerry.",2004-09-30,2004,2004_September_30_2004
John Kerry,"Jim, let me tell you exactly what I’ll do. And there are a long list of thing. First of all, what kind of mixed message does it send when you have $500 million going over to Iraq to put police officers in the streets of Iraq, and the president is cutting the COPS program in America?",2004-09-30,2004,2004_September_30_2004
Moderator,"Ninety-second response, Mr. President.",2004-09-30,2004,2004_September_30_2004
George H.W. Bush,"I don’t think we want to get to how he’s going to pay for all these promises. It’s like a huge tax gap. Anyway, that’s for another debate.",2004-09-30,2004,2004_September_30_2004
Moderator,"Yes, let’s do a little — yes, 30 seconds.",2004-09-30,2004,2004_September_30_2004
John Kerry,"The president just said the FBI had changed its culture. We just read on the front pages of America’s papers that there are over 100,000 hours of tapes, unlistened to. On one of those tapes may be the enemy being right the next time.",2004-09-30,2004,2004_September_30_2004
George H.W. Bush,Of course we’re doing everything we can to protect America. I wake up every day thinking about how best to protect America. That’s my job.,2004-09-30,2004,2004_September_30_2004
Moderator,"New question, Mr. President. Two minutes.",2004-09-30,2004,2004_September_30_2004
George H.W. Bush,Let me first tell you that the best way for Iraq to be safe and secure is for Iraqi citizens to be trained to do the job.,2004-09-30,2004,2004_September_30_2004
Moderator,"Ninety seconds, Senator Kerry.",2004-09-30,2004,2004_September_30_2004
John Kerry,"Thank you, Jim.",2004-09-30,2004,2004_September_30_2004
Moderator,"All right, go ahead. Yes, sir?",2004-09-30,2004,2004_September_30_2004
George H.W. Bush,I think it’s worthy for a follow-up.,2004-09-30,2004,2004_September_30_2004
Moderator,"Sure, right.",2004-09-30,2004,2004_September_30_2004
George H.W. Bush,"My opponent says help is on the way, but what kind of message does it say to our troops in harm’s way, “wrong war, wrong place, wrong time”? Not a message a commander in chief gives, or this is a “great diversion.”",2004-09-30,2004,2004_September_30_2004
Moderator,"Senator Kerry, 30 seconds.",2004-09-30,2004,2004_September_30_2004
John Kerry,"Well, you know, when I talked about the $87 billion, I made a mistake in how I talk about the war. But the president made a mistake in invading Iraq. Which is worse?",2004-09-30,2004,2004_September_30_2004
Moderator,"All right, new question. Two minutes, Senator Kerry.",2004-09-30,2004,2004_September_30_2004
John Kerry,"No, and they don’t have to, providing we have the leadership that we put — that I’m offering.",2004-09-30,2004,2004_September_30_2004
Moderator,Ninety seconds.,2004-09-30,2004,2004_September_30_2004
George H.W. Bush,"That’s totally absurd. Of course, the U.N. was invited in. And we support the U.N. efforts there. They pulled out after Sergio de Mello got killed. But they’re now back in helping with elections.",2004-09-30,2004,2004_September_30_2004
Moderator,"30 seconds, Senator.",2004-09-30,2004,2004_September_30_2004
John Kerry,"The United Nations, Kofi Annan offered help after Baghdad fell. And we never picked him up on that and did what was necessary to transfer authority and to transfer reconstruction. It was always American-run.",2004-09-30,2004,2004_September_30_2004
Moderator,"Thirty seconds, Mr. President.",2004-09-30,2004,2004_September_30_2004
George H.W. Bush,"Well, actually, he forgot Poland. And now there’s 30 nations involved, standing side by side with our American troops.",2004-09-30,2004,2004_September_30_2004
Moderator,"New question, Mr. President, two minutes. You have said there was a, quote, “miscalculation,” of what the conditions would be in post-war Iraq. What was the miscalculation, and how did it happen?",2004-09-30,2004,2004_September_30_2004
George H.W. Bush,"No, what I said was that, because we achieved such a rapid victory, more of the Saddam loyalists were around. I mean, we thought we’d whip more of them going in.",2004-09-30,2004,2004_September_30_2004
Moderator,"Ninety seconds, Senator Kerry.",2004-09-30,2004,2004_September_30_2004
John Kerry,"What I think troubles a lot of people in our country is that the president has just sort of described one kind of mistake. But what he has said is that, even knowing there were no weapons of mass destruction, even knowing there was no imminent threat, even knowing there was no connection with Al Qaida, he would still have done everything the same way. Those are his words.",2004-09-30,2004,2004_September_30_2004
