speaker,text,date,year,debate_id
Raddatz,"it was a pre-planned assault by heavily armed men. Wasn’t this a massive intelligence failure, Vice President Biden?",2012-10-11,2012,2012_October_11_2012
Joe Biden,"What is was, it was a tragedy, Martha. It — Chris Stevens was one of our best. We lost three other brave Americans.",2012-10-11,2012,2012_October_11_2012
Raddatz,Congressman Ryan?,2012-10-11,2012,2012_October_11_2012
Ryan,We mourn the loss of these four Americans who were murdered.,2012-10-11,2012,2012_October_11_2012
Ryan,"When you take a look at what has happened just in the last few weeks, they sent the U.N. ambassador out to say that this was because of a protest and a YouTube video. It took the president two weeks to acknowledge that this was a terrorist attack.",2012-10-11,2012,2012_October_11_2012
Ryan,"This Benghazi issue would be a tragedy in and of itself, but unfortunately it’s indicative of a broader problem. And that is what we are watching on our TV screens is the unraveling of the Obama foreign policy, which is making the (inaudible) more chaotic us less safe.",2012-10-11,2012,2012_October_11_2012
Raddatz,"I just want to you about right in the middle of the crisis. Governor Romney, and you’re talking about this again tonight, talked about the weakness; talked about apologies from the Obama administration. Was that really appropriate right in the middle of the crisis?",2012-10-11,2012,2012_October_11_2012
Ryan,"On that same day, the Obama administration had the exact same position. Let’s recall that they disavowed their own statement that they had put out earlier in the day in Cairo. So we had the same position, but we will — it’s never too early to speak out for our values.",2012-10-11,2012,2012_October_11_2012
Joe Biden,"With all due respect, that’s a bunch of malarkey.",2012-10-11,2012,2012_October_11_2012
Raddatz,And why is that so?,2012-10-11,2012,2012_October_11_2012
Joe Biden,Because not a single thing he said is accurate. First of all…,2012-10-11,2012,2012_October_11_2012
Raddatz,Be specific.,2012-10-11,2012,2012_October_11_2012
Joe Biden,"I will be very specific. Number one, the — this lecture on embassy security — the congressman here cut embassy security in his budget by $300 million below what we asked for, number one. So much for the embassy security piece.",2012-10-11,2012,2012_October_11_2012
Raddatz,Can we talk — let me go back to Libya.,2012-10-11,2012,2012_October_11_2012
Joe Biden,"Yeah, sure.",2012-10-11,2012,2012_October_11_2012
Raddatz,"What were you first told about the attack? Why — why were people talking about protests? When people in the consulate first saw armed men attacking with guns, there were no protesters. Why did that go on (inaudible)?",2012-10-11,2012,2012_October_11_2012
