speaker,text,date,year,debate_id
Moderator,"Good evening. Welcome to this third and final debate among the three major candidates for president of the US. Governor Bill Clinton, the Democratic nominee, President George Bush, the Republican nominee, —",1992-10-19,1992,1992_October_19_1992
Bill Clinton,"No. There are many people who believe that the only way we can get this country turned around is to tax the middle class more and punish them more, but the truth is that middle-class Americans are basically the only group of Americans who’ve been taxed more in the 1980s and during the last 12 years, even though their incomes have gone down. The wealthiest Americans have been taxed much less, even though their incomes have gone up.",1992-10-19,1992,1992_October_19_1992
Moderator,"Mr. President, a response.",1992-10-19,1992,1992_October_19_1992
George H.W. Bush,Do I have 1 minute? Just the ground rules here.,1992-10-19,1992,1992_October_19_1992
Moderator,Roughly 1 minute. We can loosen that up a little bit but go ahead.,1992-10-19,1992,1992_October_19_1992
George H.W. Bush,"Well, he doesn’t like trickle down government but I think he’s talking about the Reagan-Bush years where we created 15 million jobs. The rich are paying a bigger percent of the total tax burden. And what I don’t like is trickle down government. And therein, I think Governor Clinton keeps talking about trickle down, trickle down, and he’s still talking about spending more and taxing more.",1992-10-19,1992,1992_October_19_1992
Moderator,"Mr. Perot, what do you think of the governor’s approach, what he just laid out?",1992-10-19,1992,1992_October_19_1992
Perot,"The basic problem with it, it doesn’t balance the budget. If you forecast it out, we still have a significant deficit under each of their plans, as I understand them.",1992-10-19,1992,1992_October_19_1992
Moderator,"Governor, the word “pain” — one of the other leadership things that’s put on you is that you don’t speak of pain, that you speak of all things — nobody’s going to really have to suffer under your plan. You’ve heard what Mr. Perot has said. He’s said it’s got — to do the things that you want to do, you can’t do it by just taking the money from the rich. That’s what the president says as well.",1992-10-19,1992,1992_October_19_1992
Bill Clinton,"I disagree with both of them. For one thing, let me just follow up here. I disagree with Mr. Perot that the answer is to raise — put a 50-cent gas tax on the middle class and raise more taxes on the middle class and the working poor than on the wealthy.",1992-10-19,1992,1992_October_19_1992
Moderator,"As a practical matter, Mr. President, do you agree with the governor when he says that the middle class, the taxes on the middle class — do your numbers agree that the taxes on the middle class have gone up during the last —",1992-10-19,1992,1992_October_19_1992
George H.W. Bush,"I think everybody’s paying too much taxes. He refers to one tax increase. Let me remind you it was a Democratic tax increase, and I didn’t want to do it and I went along with it. And I said I make a mistake. If I make a mistake, I admit it. That’s quite different than some. But I think that’s the American way.",1992-10-19,1992,1992_October_19_1992
Moderator,"Mr. President, when you said just then that you admit your mistakes and you looked at Governor Clinton and said — what mistake is it that you want him to admit to?",1992-10-19,1992,1992_October_19_1992
George H.W. Bush,"Well, the record in Arkansas. I mean, look at it, and that’s what we’re asking America to have? Now look, he says Arkansas’s a poor state. They are. But in almost every category they’re lagging. I’ll give you an example. He talks about all the jobs he’s created in one or 2 years. Over the last ten years since he’s been governor, they’re 30% behind, 30% — they’re 30% of the national average. On pay for teachers, on all these categories, Arkansas is right near the very bottom.",1992-10-19,1992,1992_October_19_1992
Moderator,"Governor, is that true?",1992-10-19,1992,1992_October_19_1992
