speaker,text,date,year,debate_id
Cooper,"And I’m Anderson Cooper from CNN. We want to welcome you to Washington University in St. Louis for the second presidential debate between Hillary Clinton and Donald Trump, sponsored by the Commission on Presidential Debates. Tonight’s debate is a town hall format, which gives voters a chance to directly ask the candidates questions. Martha and I will ask follow-up questions but the night really belongs to the people in this room, and to people across the country who have submitted questions online.",2016-10-09,2016,2016_October_9_2016
Raddatz,"The people you see on this stage were chosen by the Gallup Organization. They are all from the St. Louis area and told Gallup they haven’t committed to a candidate. Each of them came here with questions they wanted to ask, and we saw those questions for the first time this morning. Anderson and I and our team from ABC and CNN are the only ones who have seen them. Both candidates will have two minutes to answer each audience and online question. We hope to get to as many questions as we can, so we’ve asked the audience here not to slow things down with any applause. Except for now.",2016-10-09,2016,2016_October_9_2016
Raddatz,"Ladies and gentlemen the Republican nominee for president, Donald J. Trump, and the Democratic nominee for president, Hillary Clinton. [applause]",2016-10-09,2016,2016_October_9_2016
Cooper,"Thank you very much for being here. We’re going to begin with a question from one of the members in our town hall. Each of you will have two minutes to respond to this question. Secretary Clinton, you won the coin toss, so you’ll go first. Our first question comes from Patrice Brock. Patrice?",2016-10-09,2016,2016_October_9_2016
Question,"Thank you, and good evening. The last presidential debate could have been rated as MA, mature audiences, per TV parental guidelines. Knowing that educators assign viewing the presidential debates as students’ homework, do you feel you’re modeling appropriate and positive behavior for today’s youth?",2016-10-09,2016,2016_October_9_2016
Bill Clinton,"Well, thank you. Are you a teacher? Yes, I think that that’s a very good question, because I’ve heard from lots of teachers and parents about some of their concerns about some of the things that are being said and done in this campaign.",2016-10-09,2016,2016_October_9_2016
Cooper,"Secretary Clinton, thank you. Mr. Trump, you have two minutes.",2016-10-09,2016,2016_October_9_2016
Donald Trump,"Well, I actually agree with that. I agree with everything she said. I began this campaign because I was so tired of seeing such foolish things happen to our country. This is a great country. This is a great land. I’ve gotten to know the people of the country over the last year-and-a-half that I’ve been doing this as a politician. I cannot believe I’m saying that about myself, but I guess I have been a politician.",2016-10-09,2016,2016_October_9_2016
Cooper,"Thank you, Mr. Trump. The question from Patrice was about are you both modeling positive and appropriate behavior for today’s youth? We received a lot of questions online, Mr. Trump, about the tape that was released on Friday, as you can imagine. You called what you said locker room banter. You described kissing women without consent, grabbing their genitals. That is sexual assault. You bragged that you have sexually assaulted women. Do you understand that?",2016-10-09,2016,2016_October_9_2016
Donald Trump,"No, I didn’t say that at all. I don’t think you understood what was—this was locker room talk. I’m not proud of it. I apologize to my family. I apologize to the American people. Certainly, I’m not proud of it. But this is locker room talk.",2016-10-09,2016,2016_October_9_2016
Cooper,"So, Mr. Trump…",2016-10-09,2016,2016_October_9_2016
Donald Trump,And we should get on to much more important things and much bigger things.,2016-10-09,2016,2016_October_9_2016
Cooper,"Just for the record, though, are you saying that what you said on that bus 11 years ago that you did not actually kiss women without consent or grope women without consent?",2016-10-09,2016,2016_October_9_2016
Donald Trump,I have great respect for women. Nobody has more respect for women than I do.,2016-10-09,2016,2016_October_9_2016
Cooper,"So, for the record, you’re saying you never did that?",2016-10-09,2016,2016_October_9_2016
Donald Trump,"I’ve said things that, frankly, you hear these things I said. And I was embarrassed by it. But I have tremendous respect for women.",2016-10-09,2016,2016_October_9_2016
Cooper,Have you ever done those things?,2016-10-09,2016,2016_October_9_2016
Donald Trump,"And women have respect for me. And I will tell you: No, I have not. And I will tell you that I’m going to make our country safe. We’re going to have borders in our country, which we don’t have now. People are pouring into our country, and they’re coming in from the Middle East and other places.",2016-10-09,2016,2016_October_9_2016
Cooper,"Thank you, Mr. Trump.",2016-10-09,2016,2016_October_9_2016
Donald Trump,"Right now, other nations are taking our jobs and they’re taking our wealth.",2016-10-09,2016,2016_October_9_2016
Cooper,"Thank you, Mr. Trump.",2016-10-09,2016,2016_October_9_2016
Donald Trump,And that’s what I want to talk about.,2016-10-09,2016,2016_October_9_2016
Cooper,"Secretary Clinton, do you want to respond?",2016-10-09,2016,2016_October_9_2016
Bill Clinton,"Well, like everyone else, I’ve spent a lot of time thinking over the last 48 hours about what we heard and saw. You know, with prior Republican nominees for president, I disagreed with them on politics, policies, principles, but I never questioned their fitness to serve.",2016-10-09,2016,2016_October_9_2016
Raddatz,And we want to get to some questions from online…,2016-10-09,2016,2016_October_9_2016
Donald Trump,Am I allowed to respond to that? I assume I am.,2016-10-09,2016,2016_October_9_2016
Raddatz,"Yes, you can respond to that.",2016-10-09,2016,2016_October_9_2016
Donald Trump,"It’s just words, folks. It’s just words. Those words, I’ve been hearing them for many years. I heard them when they were running for the Senate in New York, where Hillary was going to bring back jobs to upstate New York and she failed.",2016-10-09,2016,2016_October_9_2016
Raddatz,"Mr. Trump, Mr. Trump—I want to get to audience questions and online questions.",2016-10-09,2016,2016_October_9_2016
Donald Trump,"So, she’s allowed to do that, but I’m not allowed to respond?",2016-10-09,2016,2016_October_9_2016
Raddatz,You’re going to have—you’re going to get to respond right now.,2016-10-09,2016,2016_October_9_2016
Donald Trump,Sounds fair.,2016-10-09,2016,2016_October_9_2016
