speaker,text,date,year,debate_id
Crowley,The Gallup organization chose 82 uncommitted voters from the New York area. Their questions will drive the night. My goal is to give the conversation direction and to ensure questions get answered.,2012-10-16,2012,2012_October_16_2012
Crowley,"And because I am the optimistic sort, I’m sure the candidates will oblige by keeping their answers concise and on point.",2012-10-16,2012,2012_October_16_2012
Question,"Mr. President, Governor Romney, as a 20-year-old college student, all I hear from professors, neighbors and others is that when I graduate, I will have little chance to get employment. What can you say to reassure me, but more importantly my parents, that I will be able to sufficiently support myself after I graduate?",2012-10-16,2012,2012_October_16_2012
Mitt Romney,"Thank you, Jeremy. I appreciate your — your question, and thank you for being here this evening and to all of those from Nassau County that have come, thank you for your time. Thank you to Hofstra University and to Candy Crowley for organizing and leading this — this event.",2012-10-16,2012,2012_October_16_2012
Mitt Romney,"And also make sure that when they get out of college, there’s a job. When I was governor of Massachusetts, to get a high school degree, you had to pass an exam. If you graduated in the top quarter of your airlines, we gave you a John and Abigail Adams scholarship, four years tuition free in the college of your choice in Massachusetts, it’s a public institution.",2012-10-16,2012,2012_October_16_2012
Mitt Romney,"2014. When you come out in 2014, I presume I’m going to be president. I’m going to make sure you get a job. Thanks Jeremy. Yeah, you bet.",2012-10-16,2012,2012_October_16_2012
Crowley,Mr. President?,2012-10-16,2012,2012_October_16_2012
Barack Obama,"Jeremy, first of all, your future is bright. And the fact that you’re making an investment in higher education is critical. Not just to you, but to the entire nation. Now, the most important thing we can do is to make sure that we are creating jobs in this country. But not just jobs, good paying jobs. Ones that can support a family.",2012-10-16,2012,2012_October_16_2012
Barack Obama,"And what I want to do, is build on the five million jobs that we’ve created over the last 30 months in the private sector alone. And there are a bunch of things we can do to make sure your future is bright.",2012-10-16,2012,2012_October_16_2012
Crowley,Let me ask you for more immediate answer and begin with Mr. Romney just quickly what — what can you do? We’re looking at a situation where 40 percent of the unemployed have been unemployed have been unemployed for six months or more. They don’t have the two years that Jeremy has.,2012-10-16,2012,2012_October_16_2012
Mitt Romney,"Well what you’re seeing in this country is 23 million people struggling to find a job. And a lot of them, as you say, Candy, have been out of work for a long, long, long time. The president’s policies have been exercised over the last four years and they haven’t put Americans back to work.",2012-10-16,2012,2012_October_16_2012
Crowley,Let me give the president a chance.,2012-10-16,2012,2012_October_16_2012
Crowley,"Mr. President, the next question is going to be for you here.",2012-10-16,2012,2012_October_16_2012
Mitt Romney,That — that Detroit — that Detroit answer…,2012-10-16,2012,2012_October_16_2012
Crowley,We have all these folks.,2012-10-16,2012,2012_October_16_2012
Mitt Romney,… that Detroit answer…,2012-10-16,2012,2012_October_16_2012
Crowley,I will let you absolutely…,2012-10-16,2012,2012_October_16_2012
Mitt Romney,"… and the rest of the answer, way off the mark.",2012-10-16,2012,2012_October_16_2012
Crowley,OK. Will — will — you certainly will have lots of time here coming up.,2012-10-16,2012,2012_October_16_2012
Question,"Your energy secretary, Steven Chu, has now been on record three times stating it’s not policy of his department to help lower gas prices. Do you agree with Secretary Chu that this is not the job of the Energy Department?",2012-10-16,2012,2012_October_16_2012
Barack Obama,The most important thing we can do is to make sure we control our own energy. So here’s what I’ve done since I’ve been president. We have increased oil production to the highest levels in 16 years.,2012-10-16,2012,2012_October_16_2012
Crowley,"Governor, on the subject of gas prices?",2012-10-16,2012,2012_October_16_2012
Mitt Romney,"Well, let’s look at the president’s policies, all right, as opposed to the rhetoric, because we’ve had four years of policies being played out. And the president’s right in terms of the additional oil production, but none of it came on federal land. As a matter of fact, oil production is down 14 percent this year on federal land, and gas production was down 9 percent. Why? Because the president cut in half the number of licenses and permits for drilling on federal lands, and in federal waters.",2012-10-16,2012,2012_October_16_2012
Barack Obama,"Candy, there’s no doubt that world demand’s gone up, but our production is going up, and we’re using oil more efficiently. And very little of what Governor Romney just said is true. We’ve opened up public lands. We’re actually drilling more on public lands than in the previous administration and my — the previous president was an oil man.",2012-10-16,2012,2012_October_16_2012
Barack Obama,"That’s the strategy you need, an all-of-the-above strategy, and that’s what we’re going to do in the next four years.",2012-10-16,2012,2012_October_16_2012
Mitt Romney,"But that’s not what you’ve done in the last four years. That’s the problem. In the last four years, you cut permits and licenses on federal land and federal waters in half.",2012-10-16,2012,2012_October_16_2012
Barack Obama,"Not true, Governor Romney.",2012-10-16,2012,2012_October_16_2012
Mitt Romney,So how much did you cut (inaudible)?,2012-10-16,2012,2012_October_16_2012
Mitt Romney,"How much did you cut them by, then?",2012-10-16,2012,2012_October_16_2012
